Title,FeaturedImage,PublishedDate,Content,GalleryImages
Razmatrani i adresirani poslednji komentari na Nacrt zakona o Upravnom sudu,https://md.rks-gov.net/desk/inc/media/19690005-5EC0-42F4-AB5B-CADF163BD2B4.jpg ,22/12/2023 23:15,"<p>Ovom prilikom, zamenik ministra Sallahu se zahvalio radnoj grupi na radu o ovom nacrtu zakona, ocenivši ga kao važan zakon koji će omogućiti formiranje Upravnog suda, što je prema njegovim rečima bilo među obavezama Programa Vlade.</p><p>Dalje, Sallahu je rekao da će ovaj nacrt zakona doneti reformu u upravnoj pravdi i prema njegovim rečima, komentari koji su pruženi omogućiće da se ovaj zakon što pre kompletira i da se što pre prosledi za usvajanje u Vladi.</p>",https://md.rks-gov.net/desk/inc/media/97C6C725-E28F-4183-8F3D-BA2CAD9F5F67.jpg 
Ministarka Hadžiu poželila dobrodošlicu novom ambasadoru Austrije Georga Šnecera,https://md.rks-gov.net/desk/inc/media/8F134C94-49D7-4299-9C17-76552742F394.jpg ,18/12/2023 23:14,"<p>Tokom ovog sastanka, ministarka Hadžiu je govorila o prioritetima i rezultatima Ministarstva pravde u adresiranju reformi u pravosudnom sistemu i borbi protiv korupcije.</p><p>Ministarka je govorila i o adresiranju problema nasilja u porodici, spomenuvši kampanju “16 dana aktivizma protiv rodno zasnovanog nasilja“ kao i dosadašnjim rezultatima adresiranja ratnih zločina.</p><p>Hadžiu se zahvalila austrijskoj državi i narodu na podršci i izrazila spremnost za blisku saradnju u daljem produbljivanju odnosa između Kosova i Austrije.</p>","https://md.rks-gov.net/desk/inc/media/1C666E7E-7171-4FC5-A031-1445E4A7B7DF.jpg ,https://md.rks-gov.net/desk/inc/media/56777E3E-CEBF-4FF0-A487-F020F49682FF.jpg ,https://md.rks-gov.net/desk/inc/media/73C8498A-0453-4CC9-81F7-44FEA3FE9C46.jpg "
U Gnjilanu je održan okrugli sto “Institucionalni tretman slučajeva nasilja u porodici”,https://md.rks-gov.net/desk/inc/media/7EA47D41-7D8D-47B7-874C-CF555F4928DB.jpg ,08/12/2023 23:13,"<p>Ministarka Hadžiu je rekla da, budući svesni da naš današnji rad doprinosi razvoju i prosperitetu društva i za budućnost, smatram da će svaki izazov sa kojim se suočavamo biti lakši kada nas poziv na pravdu pozove da budemo na najvišem nivou zadatka.</p><p>Ministarka pravde je navela i nekoliko mera i radnji koje je Ministarstvo pravde preduzelo u ovom periodu, kao što su: Usvajanje Nacionalne strategije zaštite od nasilja u porodici i nasilja nad ženama; Državni protokol za postupanje u slučajevima seksualnog nasilja; Novi moduli nacionalne baze podataka o nasilju u porodici; Usvajanje Zakona o naknadi štete žrtvama zločina.</p><p>Usvajanje Nacrta zakona sa izmenama i dopunama za besplatnu pravnu pomoć; Usvajanje izmena i dopuna Krivičnog zakonika i Zakonika o krivičnom postupku itd.</p><p>Na ovom okruglom stolu su učestvovali i drugi predstavnici iz pravosudnog sistema, iz policije, tužilaštva i sudova, koji su diskutovali o izazovima i njihovom angažmanu u tom pogledu.</p>","https://md.rks-gov.net/desk/inc/media/FEE6AE5F-F1E7-4068-A4E8-F7EC4C7EC4DC.jpg ,https://md.rks-gov.net/desk/inc/media/1FDBAA9C-A339-4D2D-9CFD-5840CFBB1AE2.jpg ,https://md.rks-gov.net/desk/inc/media/C69A6704-2A63-407A-92A3-A4C51348AEF0.jpg ,https://md.rks-gov.net/desk/inc/media/DD952C4E-AB6A-46D8-B7B1-9B28491CB640.jpg ,https://md.rks-gov.net/desk/inc/media/AEF7949C-D359-4966-9323-F43647C24617.jpg "
Zamenik ministra Qorrolli (Ćorolji): Uzbunjivanje se pokazao kao jedan od najefikasnijih načina za borbu protiv korupcije,https://md.rks-gov.net/desk/inc/media/5023326F-93C6-435F-9652-046EE08E73E7.jpg ,07/12/2023 23:12,"<p>Ovom prilikom, zamenik ministra Qorrolli je rekao da se uzbunjivanje pokazalo kao jedan od najefikasnijih načina za borbu protiv korupcije, te da je sprovođenje zakona za zaštitu uzbunjivača moćno sredstvo.</p><p>Dalje, zamenik ministra je rekao da je sadašnji zakon o zaštiti uzbunjivača mnogo unapređeniji u odnosu na prethodni zakon, i da je isti u skladu sa preporukama Saveta Evrope i međunarodnim politikama za zaštitu uzbunjivača, ali da, prema njegovim rečima, primetan je nedostatak njegove implementacije, bilo u javnom ili privatnom sektoru.</p><p>Na kraju, zamenik ministra Qorrolli je pozvao sve koji sumnjaju na korupciju u institucijama da ih prijave.</p>","https://md.rks-gov.net/desk/inc/media/540F369C-4901-47DF-9868-3305E971EF25.jpg ,https://md.rks-gov.net/desk/inc/media/F9336DE6-1F70-4DB7-91B3-9F64E8E52671.jpg ,https://md.rks-gov.net/desk/inc/media/064C8910-ACAA-4CCD-BBBC-774D16D7B137.jpg ,https://md.rks-gov.net/desk/inc/media/EBE74433-4DEA-4EF7-BA07-975DEB1CC311.jpg "
Završena je Regionalna konferencija “Ujedinjeni protiv nasilja – DOSTA!,https://md.rks-gov.net/desk/inc/media/A9CEB784-CA47-49FC-BD11-D472D134C5BF.jpg ,06/12/2023 23:11,"<p>Predsednica Osmani je rekla da je nasilje nad ženama naša zajednička rana, stoga borba protiv nasilja mora biti rezultat zajedničkog zalaganja žena i muškaraca. “Neka ne ostane kamen na kamenu dok ne obezbedimo i garantujemo život i dostojanstvo naših žena i devojaka”.</p><p>Takođe, putem video poruke, predsednik Skupštine Republike Kosova Glauk Konjufca je pozdravio ovu konferenciju, nazvavši je od velikog značaja, kao prvu konferenciju na regionalnom nivou koja se pozabavi ovakvom temom. Konjufca je rekao da je borba protiv nasilja nad ženama globalna kauza, pojava koja pogađa žene svih uzrasta, bez obzira na njihova primanja ili njihovog porekla.</p><p>Ministarka pravde Albulena Hadžiu izrazila je zahvalnost svim panelistima koji su pružili svoja iskustva, iskustvo u angažmanima odakle dolaze, iz kojih je proizašao niz sugestija koje mogu dodatno doprineti zajedničkom angažovanju protiv rodno zasnovanog nasilja</p><p>Ministarka Hadžiu je rekla da kroz ovu Konferenciju prenosimo poruku svuda i svima da smo ujedinjeni protiv nasilja da preduzmemo konkretne korake ka pravednom i jednakom društvu za sve. Izazovi su zajednički i zajedno ćemo danas i svakog drugog dana raditi na radikalnoj promeni ove realnosti. “Samo ujedinjeni možemo doprineti društvenoj emancipaciji kako bismo odbili normalizaciju nasilja.”</p><p>Video-poruku podrške o ovoj kauzi poslala je i evroposlanica Alicia Kearns, koja je ohrabrila sve u svakodnevnom zalaganju u borbi protiv nasilja i za punu društvenu ravnopravnost.</p><p>Ova dvodnevna konferencija sastavljena je od 6 panela, uključujući predstavnike pravosudnih institucija sa Kosova i zemalja regiona, iz relevantnih ministarstava, tužilaštava i sudova, od aktivista civilnog društva, kao i od uglednih novinara.</p><p>Ova konferencija se organizuje u okviru kampanje “16 dana aktivizma protiv rodno zasnovanog nasilja”</p>","https://md.rks-gov.net/desk/inc/media/DAB41FC4-F762-435C-9EC6-4C39D69F5EEB.jpg ,https://md.rks-gov.net/desk/inc/media/C3EA2A94-2A52-4B5C-BBB2-2365021B411C.jpg ,https://md.rks-gov.net/desk/inc/media/21B5DAA4-ADF1-4DA0-866C-37B5959A8385.jpg ,https://md.rks-gov.net/desk/inc/media/48865B0F-05F4-4BCD-BA6A-243531048107.jpg "
Ministarka pravde Albulena Hadžiu boravila je u poseti opštini Dragaš,https://md.rks-gov.net/desk/inc/media/BB540813-9423-4743-8A18-C8026456FEA2.jpg ,01/12/2023 23:10,"<p>Ministarka Hadžiu je nakon sastanka sa gradonačelnikom Dželadinijem održala prijateljski sastanak sa ženama i devojčicama iz Dragaša. Ovaj sastanak je bio važna platforma da se čuje od građana i sazna više o izazovima i mogućnostima u borbi protiv rodno zasnovanog nasilja u ovoj zajednici.</p><p>Tokom ove posete, ministarka Hadžiju je podstakla prijavljivanje bilo koje vrste nasilja i predstavila mehanizme i resurse koji su dostupni za pomoć i podršku. Ovo angažovanje dolazi u okviru kampanje &#34;16 dana aktivizma protiv rodno zasnovanog nasilja“, gde je Ministarstvo pravde osmislilo niz aktivnosti za produbljivanje svesti i pomoć žrtvama nasilja.</p>","https://md.rks-gov.net/desk/inc/media/889C6EAE-847B-40F6-80D4-D7E678A88C5B.jpg ,https://md.rks-gov.net/desk/inc/media/1E2EF8B4-FCEF-41D8-97E8-7B4A2643E163.jpg ,https://md.rks-gov.net/desk/inc/media/0AE79CCF-038F-4954-BFEA-A1E96A4251F6.jpg ,https://md.rks-gov.net/desk/inc/media/DB78562F-FAEF-43FA-8F96-5AF07360F8E6.jpg ,https://md.rks-gov.net/desk/inc/media/D22A197F-7632-4716-A7AD-21A07246BD7A.jpg "
"Zamenik ministra Sallahu primio je danas na sastanku Predsednicu Specijalizovanih veća, gđu. Ekaterina Trendafilova",https://md.rks-gov.net/desk/inc/media/B1CDFD1B-2064-4EFF-8F1C-3AA5EF4CADEC.jpg ,30/11/2023 23:09,"<p>Tokom sastanka se diskutovalo o radu Specijalizovanih veća, pravima lica koja su u sudskom procesu pred specijalizovanim većima, značaju transparentnosti veća i drugim pitanjima u vezi sa mandatom i nadležnostima institucija.</p>","https://md.rks-gov.net/desk/inc/media/538F294F-53FD-457F-8726-EA27617DA8B5.jpg ,https://md.rks-gov.net/desk/inc/media/58D870C7-9BB8-4E93-BA2C-C05BCBA27F4E.jpg "
Potpisan Memorandum o saradnji sa verskim zajednicama na Kosovu,https://md.rks-gov.net/desk/inc/media/1948A425-C61F-4021-982D-387AC7903306.jpg ,30/11/2023 23:08,"<p>Memorandum ima za cilj saradnju Ministarstva pravde, odnosno Kancelarije nacionalnog koordinatora za borbu protiv nasilja u porodici, sa verskim zajednicama, za realizaciju informativnih sesija protiv nasilja u porodici i nasilja nad ženama.</p><p>Ovaj memorandum je zasnovan na Istanbulskoj konvenciji (poglavlje III, članovi 12, 13) i u implementaciji Nacionalne strategije za zaštitu od nasilja u porodici i nasilja nad ženama 2022-2026.</p><p>Memorandum je postignut zajedno sa nizom aktivnosti na podizanju i senzibilizaciji građana protiv rodno zasnovanog nasilja, angažovanje u kojoj su uključene niz javnih institucija na Kosovu.</p>","https://md.rks-gov.net/desk/inc/media/2C951B1E-11D7-4927-BA8F-0C4F14009A77.jpg ,https://md.rks-gov.net/desk/inc/media/1114EE95-75AD-4ECF-9834-B3962A9A358C.jpg ,https://md.rks-gov.net/desk/inc/media/A488095C-9863-4A36-9010-72490C54A453.jpg "
"Ministarstvo pravde Republike Kosova, u saradnji sa Kosovskom policijom i lokalnim vlastima, organizovalo je sastanak sa učenicima Gimnazije Bedri Pejani u Peći",https://md.rks-gov.net/desk/inc/media/287CB290-4BFC-4FFB-848E-848D63A1DF77.jpg ,30/11/2023 23:07,<p>Tokom sastanka podignuta je svest o važnosti sprečavanja nasilja i podsticanja prijavljivanja svih slučajeva. Učenici su imali priliku da podele svoja mišljenja i pitanja o ovom osetljivom pitanju i dobiju važne informacije od panelista.</p><p>Ministarka Hadžiu je rekla da je ovaj sastanak deo zajedničkih napora da se promene društvene norme i da se utiče na ponašanje prema rodno zasnovanom nasilju. Takođe je izrazila zadovoljstvo zalaganjem studenata i spremnošću da pozitivno utiču na svoje društvo.</p>,"https://md.rks-gov.net/desk/inc/media/CBBC534E-C374-4076-8558-A5A6B42AA8F0.jpg ,https://md.rks-gov.net/desk/inc/media/D607F2E9-8E82-4657-A1A3-276A62D85F43.jpg ,https://md.rks-gov.net/desk/inc/media/3007236C-0437-48F0-A2F5-EEA36F4B7057.jpg "
"Otvara se izložba ""Trauma na papiru""",https://md.rks-gov.net/desk/inc/media/D360C2F3-8803-4660-B58E-62D5593EC623.jpg ,29/11/2023 23:06,"<p>Ministarka pravde Albulena Hadžiu, zamenica predsednika Skupštine Saranda Bogujevci, zamenica ministra kulture, omladine i sporta Daulina Osmani, diskutovali su o ovom događaju i fenomenu nasilja u porodici.</p><p>Tokom kampanje &#34;16 dana aktivizma protiv rodno zasnovanog nasilja“ organizovana je izložba i biće otvorena do 1. decembra u Centru za narativnu praksu, (bivša gradska biblioteka „Hivzi Sulejmani“), u Prištini.</p>","https://md.rks-gov.net/desk/inc/media/CB0E1F35-21E4-4E1C-87D8-220F0AC7B550.jpg ,https://md.rks-gov.net/desk/inc/media/193B3D52-0D7A-4115-947A-9491B4F07E18.jpg ,https://md.rks-gov.net/desk/inc/media/3955E123-706D-4365-9773-011BA008BE8C.jpg ,https://md.rks-gov.net/desk/inc/media/81129B07-25EB-4A06-892D-B2D167FD25DA.jpg ,https://md.rks-gov.net/desk/inc/media/27D7974D-5FA0-4672-B7DE-0C7775272482.jpg ,https://md.rks-gov.net/desk/inc/media/B86ACB44-E6B2-465A-B2CD-209177DE51F7.jpg ,https://md.rks-gov.net/desk/inc/media/456299B8-ABA5-4F49-9833-18FC439461ED.jpg ,https://md.rks-gov.net/desk/inc/media/1DDE09BD-82FF-4920-8626-D9AF7A3F6B3A.jpg ,https://md.rks-gov.net/desk/inc/media/59A5FB98-7EFF-407E-9BBF-0FDED2407EC4.jpg "
