Title,FeaturedImage,PublishedDate,Content,GalleryImages
"Minister Tahiri meets with the Norwegian Secretary of State for Foreign Affairs, Mr. Halvorsen",https://md.rks-gov.net/desk/inc/media/DA902259-C63E-41FE-AB23-F9480CC9AC58.jpg ,17/04/2018 20:46,"<p>Minister Tahiri expressed high consideration for the support that the Kingdom of Norway has given to Kosovo particularly in the rule of law and access to justice.</p><p>Minister Tahiri underlined the importance of the transfer of Judiciary to e-Judiciary, through the Case Management Information System.</p><p>“The electronic monitoring of cases will be enabled through the Case Management Information System, which will ensure transparency, efficiency, and easier access to justice, and will avoid long procedures” said Minister Tahiri.</p><p>Minister Tahiri said that E-Justice will be discussed under the Functional Review of the Rule of Law Sector.</p><p>“E-Justice is a topic foreseen under the Functional Review of the Rule of Law Sector. The purpose of the Review is to analyze the materials published until now for the rule of law sector, to further analyze potential changes to be made in this sector, in order to strengthen the rule of law and the domestic economy, by providing laws that guarantee legal clarity” underlined Minister Tahiri.</p><p>The Norwegian Secretary of State for Foreign Affairs, Mr. Audun Halvorsen congratulated Minister Tahiri for the steps taken under the Functional Review of the Rule of Law Sector, but also for the amendment of the criminal and civil legislation.</p><p>In addition, Mr. Halvorsen expressed further support of the Kingdom of Norway for the projects that will enable the strengthening of the rule of law throughout the territory of the Republic of Kosovo.</p>","https://md.rks-gov.net/desk/inc/media/472F4918-6732-45DF-8EFD-5AF24BAA8DB6.jpg ,https://md.rks-gov.net/desk/inc/media/DA902259-C63E-41FE-AB23-F9480CC9AC58.jpg "
Minister Tahiri is committed to create easier access of businesses to justice,https://md.rks-gov.net/desk/inc/media/B855CEE7-425C-45BF-97BF-C0D63C10BC08.jpg ,11/04/2018 20:45,"<p>Minister Tahiri underlined that this campaign was launched in order to consult with businesses regarding the issues related to justice and field of business.</p><p>“We have already made positive improvements with the functionalization of free professions, which along with other measures have launched Kosovo very high in the index of doing business. Jointly we aspire to continue working on providing as good services as possible to businesses, to further open the institutions and to ensure an easier access of businesses to justice” said Minister Tahiri.</p><p>Minister Tahiri requested from the representatives of businesses to be more active in giving their comments on new policies which are being drafted by the Ministry of Justice, since, according to him, these changes will give the economic development another dimension in Kosovo.</p><p>“Ministry of Justice is making thorough reforms in the legislation in various areas that in one way or another affect the business area. This will give the economic development another dimension in Kosovo. Therefore, I invite the businesses to more active and to follow our campaign “Justice and Business” which has been launched is several regions in Kosovo” said Minister Tahiri.</p><p>Respectfully,</p><p><strong>Public Information Office</strong></p><p>Ministry of Justice</p><p>Building of former Rilindja</p><p>Floor VIII, Office 817/A</p><p>Prishtina, Kosovo</p><p>Phone: 038/200-18-009</p>","https://md.rks-gov.net/desk/inc/media/B855CEE7-425C-45BF-97BF-C0D63C10BC08.jpg ,https://md.rks-gov.net/desk/inc/media/B2E568D8-40E6-4D28-9F13-F3B853E437F8.jpg ,https://md.rks-gov.net/desk/inc/media/CED2964C-AB54-4070-96E9-FEAE9B06223E.jpg "
"The Ministry of Justice today launched the campaign ""Justice and business”",https://md.rks-gov.net/desk/inc/media/89E27658-0C22-4BB0-AC7A-2B94CF762341.jpg ,27/03/2018 20:44,"<p>The campaign, which is organized under the Functional Review of the Rule of Law Sector, aims to meet all businesses from entire Kosovo in order to discuss with them about the proeblems related to the access to justice and how these problems reflect in their business.</p><p>On this occasion, the Minister of Justice, Mr. Abelard Tahiri, stressed that the Functional Review is the greatest reform ever undertaken, that will give a more precise answer to the problems the business are facing with.</p><p>“We have already taken positive steps with the functionalization of free professions, which along with other measures have launched Kosovo very high in the index of doing business. Jointly we aspire to continue working on the ease of business procedures, to further open the institutions and to create an even more positive approach towards businesses. I am not interested in having this reform in letter only. I am interested in making this reform together with you, with the aim that the justice system will facilitate your work and not be a burden for you” said Minister Tahiri.</p><p>This meeting was also attended by the Mayor of the Municipality of Ferizaj, Mr. Agim Aliu and the member of the Parliament of Kosovo from this city, Mr. Ilmi Reqica. Panel members were also the representatives of the Kosovo Chamber of Commerce and Americal Chamber of Commerce who stressed that the legal certainty of businesses, or the inability to defend their own rights remains one of the main problems for the businesses in Kosovo.</p><p>The business representatives complaints particularly about the prolonged procedures in courts, and requested greater professionalism and efficiency of the enforcement agents.</p><p>In conclusion, Minister Tahiri underlined that such meetings will be held in the future and they will jointly work on finding as efficient solutions as possible in order to speed up the access of businesses to justice.</p><p>Respectfully,</p><p><strong>Public Information Office</strong></p><p>Ministry of Justice</p><p>Building of former Rilindja</p><p>Floor VIII, Office 817/A</p><p>Prishtina, Kosovo</p><p>Phone: 038/200-18-009</p>","https://md.rks-gov.net/desk/inc/media/89E27658-0C22-4BB0-AC7A-2B94CF762341.jpg ,https://md.rks-gov.net/desk/inc/media/FA1E2BFE-14EA-4064-AE3C-E8102733822C.jpg ,https://md.rks-gov.net/desk/inc/media/2ADBA967-363F-43E6-8B1F-FF52E5B5BDF8.jpg "
Minister Tahiri meets with the members of the Bar Exam Commission ,https://md.rks-gov.net/desk/inc/media/5F1E1168-ADAC-406B-938E-B1BE65604788.jpg ,19/03/2018 20:43,"<p>Minister Tahiri requested from the members of the Commission to commence work as soon as possible and to answer the needs of the professionals who took this exam, since a long time has passed since such exam was organized.</p><p>“The Ministry of Justice will facilitate the entire process, we will be at your disposal and will help you in all administrative affairs in order to organize this exam as successfully as possible, and to enable the professionals of this field to verify their knowledge and obtain the necessary qualification to exercise their profession in the justice system of the Republic of Kosovo” said Minister Tahiri.</p><p>The President of the Bar Exam Commission, Chief Prosecutor Aleksandër Lumezi, expressed the readiness of the commission to organize the exam as soon as possible.</p><p>During the meeting the draft law on Bar Examination was also discussed, more specifically the various options that would enable a better organization of this exam in the future.</p>","https://md.rks-gov.net/desk/inc/media/8309A983-9AC3-4912-90AA-DD39DC5C82B5.jpg ,https://md.rks-gov.net/desk/inc/media/5F1E1168-ADAC-406B-938E-B1BE65604788.jpg "
The National Database of the Survivors of Domestic Violence and Violence against Women is created ,https://md.rks-gov.net/desk/inc/media/F16776AA-73B0-4264-A935-F86812F54E88.jpg ,12/03/2018 20:42,"<p><span style=""font-family:book antiqua,serif"">Representatives of UN Women informed Minister Tahiri about the creation of the National Database of the Survivors of Domestic Violence and Violence against Women, which is expected to be transferred under the responsibility of the Ministry of Justice, the National Coordinator against Domestic Violence, respectively. </span></p><p><span style=""font-family:book antiqua,serif"">Minister Tahiri welcomed the creation of this database, underlining that regardless of the fact that international conventions directly apply in Kosovo and that the legislation in in the European spirit, a great commitment is required for raising the awareness of the victims in order to report the cases of domestic violence. </span></p><p><span style=""font-family:book antiqua,serif"">“A problem in our country, which is a global problem, is a low reporting of the cases of domestic violence. Therefore, this database will help the increase in number of reporting as a product of awareness raising about the rights, the increase in institutional trust and other protective measures” said Minsiter Tahiri.</span></p><p><span style=""font-family:book antiqua,serif"">Minister Tahiri ensured that he will remain committed to functionalizing this database, which is supported by the European Union project “Let us end the violence against women in the countries of Western Balkans and Turkey: Implementing norms, changing minds”.</span></p><p><span style=""font-family:book antiqua,serif"">“As a minister of Justice, I am committed to creating a suitable legislative environment in accordance with the international standards for the elimination of the violence against women; to promoting norms and favorable social stances for gender equality and for the prevention of discrimination and violence against women.</span></p><p><span style=""font-family:book antiqua,serif"">I strongly believe that we will empower the women, including those who belong to vulnerable groups that experienced discrimination or violence” said Minister Tahiri.</span></p>","https://md.rks-gov.net/desk/inc/media/F16776AA-73B0-4264-A935-F86812F54E88.jpg ,https://md.rks-gov.net/desk/inc/media/6AA36A21-5352-4586-9D05-C321752BCAA8.jpg "
Minister Tahiri guarantees fair and transparent process in the appointment of the director of the Institute of Forensic Medicine. ,https://md.rks-gov.net/desk/inc/media/C497BEDF-1BED-4FE5-A6F3-06CF1B05A0AB.jpg ,08/03/2018 20:41,"<p>Taking into consideration the importance of this institution in many sensitive issues of the society, especially in addressing issues such as that of missing persons, Minister Tahiri made it known that from a department of the Ministry of Justice, the Institute of Forensic Medicine became an agency.</p><p>Minister Tahiri thanked the Embassy of the United Kingdom, which based on the agreement with the Government was involved in the vacancy for the appointment of the director of this Institute. Since the vacancy was unsuccessful two times as a result of lack of sufficient number of applicants who meet the set requirements, Minister Tahiri publicly called upon anyone who meets the requirements to apply when the third vacancy is announced, guaranteeing that the entire process will be fair and transparent.</p><p>Minister Tahiri highlighted the need to continue strengthening this Institute with the education of new staff in areas that have shortages in this Institute.</p><p>“As the Government of the Republic of Kosovo, we are interested in capacity building. I am interested in making joint efforts to invest in new staff, as have shortage of staff for many reasons. As a Minister of Justice, I will make efforts to mobilize all relevant resources, in order to find ways and financial sources for scholarships in the education of our youth in specific areas of forensic medicine that have shortages, so that tomorrow they will paragraph of this Institute” said Minister.</p><p>The head of the European Union Rule of Law Mission in Kosovo (EULEX), Alexandra Papadopoulou, thanked the Minister for the initiative to enhance the capacities of this Institute.</p><p>“I would like to thank the Minister for his commitment in the initiative for enhancing the capacities of the Institute. Since EULEX is slowly withdrawing, we are seeking credible and competent partners in order to hand over our cases and to work with them in order to serve the citizens of Kosovo as good as possible” said Papadopoulou.</p><p>For the British ambassador to Kosovo, Ruari O&#39;Connell, the fact that the vacancy for the Director of Institute was cancelled two times shows the commitment to finding a good director.</p><p>“For me this is not a failure, for me this fact shows that the Government of the Republic of Kosovo was serious in finding the best director from a wide range of applicants. This is very important not only for this institution but also for the principle in Kosovo that recruitment shall be based on merits” said the ambassador.</p><p>The director of the Institute of Forensic Medicine, Arsim Gërxhaliu, thanked for the support given to this Institute.</p><p>“I am pleased with swift involvement of the Minister who is interested in this Institute taking the right direction” said he.</p><p><a name=""_MailAutoSig"">Respectfully,</a></p><p><strong>Public Information Office</strong></p><p>Ministry of Justice</p><p>Building of former Rilindja</p><p>Floor VIII, Office 817/A</p><p>Prishtina, Kosovo</p><p>Phone: 038/200-18-009</p>","https://md.rks-gov.net/desk/inc/media/C497BEDF-1BED-4FE5-A6F3-06CF1B05A0AB.jpg ,https://md.rks-gov.net/desk/inc/media/A65CA282-772D-47D1-A984-CD59A066F12E.jpg ,https://md.rks-gov.net/desk/inc/media/99B75120-AFED-4B00-BC7C-A61ADE766C59.jpg "
"Minister Tahiri: Kosovo, the only country in the Western Balkans to compensate crime victims ",https://md.rks-gov.net/desk/inc/media/39304E8A-DEBA-4886-B1AB-FDAD3797DD13.jpg ,22/02/2018 20:40,"<p style=""text-align: justify;"">Being the only country in the Western Balkans that has a Law on Crime Victim Compensation, Minister Tahiri has expressed his commitment to helping citizens who are victims of crime in making use of their legal right to compensation.</p><p style=""text-align: justify;"">“I consider that justice cannot be achieved if victims are forgotten or not treated fairly. To this end, our justice system is being transformed every day by focusing on the protection of victims” said Minister Tahiri.</p><p style=""text-align: justify;"">Minister Tahiri thanked the members of the Committee on Crime Victim Compensation for their work, ensuring them that the legal basis of this program provides financial and institutional sustainability, considering that the compensation fund for victims comes from court and prosecution tax revenues, and that 87 thousand Euro have been allocated exclusively for compensation of victims during 2018.</p><p style=""text-align: justify;"">“We can never compensate for the suffering of the victims, but we must continue to take all measures in minimizing their suffering as a result of the crime” said Tahiri.</p><p style=""text-align: justify;"">On the other hand, Nesrin Lushta, chair, pointed out that the Committee is functional since April last year, and that the main purpose of its work is to ensure that victims are not discriminated but are treated with respect and dignity instead.<br/>
 </p>","https://md.rks-gov.net/desk/inc/media/39304E8A-DEBA-4886-B1AB-FDAD3797DD13.jpg ,https://md.rks-gov.net/desk/inc/media/BB0C19E5-2BED-4150-A988-16A9C732DA6B.jpg "
Minister Tahiri: A proper justice system begins with the education of youth ,https://md.rks-gov.net/desk/inc/media/EBE0DE33-31E2-4CE1-975C-5345D60B4AD0.jpg ,14/02/2018 20:39,"<p>In the press conference after the meeting, Minister Tahiri thanked the deans for their readiness to cooperate.</p><p>“Without a doubt a proper justice system begins with the education of youth that we have in these faculties.</p><p>And today with the beginning of a very important process, such as the Functional Review of the Justice System, I asked from all deans, from the heads of the law faculties, to be part of the Review, their staff, their professors and their best students, in order to contribute to the seven pillars that we have foreseen in the reform which will begin at the end of this month” said Minister Tahiri.</p><p>In addition to this process, Minister Tahiri made it known that the students of Law Faculties will be part of the separate internship programs in the Ministry of Justice, particularly in the drafting of new legislation. “We have a very busy legislative agenda for the year 2018. It has never happened for a ministry to have 18 draft laws, including the Office of the Prime minister. In relation to these draft laws, I asked from the professors, deans and good students to give their contribution so that by the end of 2018 we can achieve specific results” said Minister Tahiri.</p><p>The deans thanked the Minister for the cooperation, underlining that they will be oriented in producing staff that meet the market needs.</p><p>“In the future, starting from the Law Faculties the focus will be on how to produce a lawyer who will be beneficial to the society, so that we do not generate numbers only but also quality” said the dean of the Law Faculty of the UP, Haxhi Gashi.</p>","https://md.rks-gov.net/desk/inc/media/EBE0DE33-31E2-4CE1-975C-5345D60B4AD0.jpg ,https://md.rks-gov.net/desk/inc/media/A8C4C3A8-4CDB-4345-A06D-C3BEA3793394.jpg "
"Minister Tahiri welcomes at a meeting the Deputy Minister of Justice of the Republic of Turkey, Bilal Uçar",https://md.rks-gov.net/desk/inc/media/EE52A322-8135-4324-80C6-F4982E4E3C02.jpg ,06/02/2018 20:38,"<p>Minister Tahiri thanked the Deputy Minister Uçar for the support that the Republic of Turkey gave to Kosovo, and expressed full readiness to further cultivate the good relationships between the two countries.</p><p>In this respect, Minister Tahiri expressed his concern about Turkey’s failure to implement the Agreement on Mutual Legal Assistance and to respond to the requests of the Prosecution Office of Kosovo for the provision of evidence that would be used against a group suspected of terrorism.</p><p>According to Minister Tahiri, increase in cooperation would enable both countries a better coordination of actions in the fight against terrorism and radicalism and tendencies of such nature, which have now become a global problem.</p><p>Deputy Minister of the Republic of Turkey, Bilal Uçar, showed commitment to reviewing these requests with priority, and highlighted the importance of the cooperation of Turkey and Kosovo in this area.</p>","https://md.rks-gov.net/desk/inc/media/DCCAAE05-419B-4AC5-9230-785D27F0FCB2.jpg ,https://md.rks-gov.net/desk/inc/media/EE52A322-8135-4324-80C6-F4982E4E3C02.jpg "
The first introductory meeting of the Steering Committee on the Functional Review of the Rule of Law Sector is held,https://md.rks-gov.net/desk/inc/media/ACBF4B71-E0A8-4457-B21A-E3DB69C665E4.jpeg,30/01/2018 20:37,"<p style=""text-align: justify;"">Minister Tahiri briefed the members on the preparations they are making to officially launch the process of Functional Review of the Rule of Law Sector on February 7th.</p><p style=""text-align: justify;"">Minister Tahiri emphasized that this initiative has been undertaken to determine whether the justice system is adequate, unified and in line with the democratic order, international standards and Kosovo’s orientation the EU integration.</p><p style=""text-align: justify;"">“The functional review is one of the most substantial reforms ever made in the Republic of Kosovo, a process that will begin soon, namely on February 7th, and will continue for months until we, as institutions, exhaust all the necessary debates and reach conclusions on what changes to make and how to make them, so that we have a justice system that is efficient, fair and accountable” said Minister Tahiri.</p><p style=""text-align: justify;"">The Steering Committee is chaired by the Ministry of Justice, while its members are the Ministry of Finance, the Ministry of Internal Affairs, the Judicial Council, the Prosecutorial Council, the Office of the President, the Office of the Prime Minister and the University of Prishtina.<br/>
 </p>","https://md.rks-gov.net/desk/inc/media/ACBF4B71-E0A8-4457-B21A-E3DB69C665E4.jpeg,https://md.rks-gov.net/desk/inc/media/E391F855-F529-4715-9D57-40AAD3B123CB.jpeg,https://md.rks-gov.net/desk/inc/media/A0C078D0-6D10-4B84-8357-9721111C429E.jpeg"
Minister Tahiri ensures support for the professionalism of Correctional Centers ,https://md.rks-gov.net/desk/inc/media/CF081256-9E74-42F0-B513-525D342654AA.jpg ,12/01/2018 20:36,"<p>Minister Tahiri once again showed his commitment to the professionalism of this Center, such as through the provision of security equipment and the increase in number of officers.</p><p>&#34;As a minister of Justice, as I stated before, I am committed in the near future to work on meeting their needs, and increasing the number of correctional officers for this center. We believe that there will be 30 or 40 new officers that we will bring from a recruitment process in the near future&#34; said the Minister.</p><p>In addition, Minister Tahiri was convinced that during this year the Correctional Service will be further advanced.</p><p style=""text-align:justify"">His conviction is shared by the director of the Correctional Service of Kosovo, Sokol Zogaj, who said that 2018 will be more positive than other years.</p>","https://md.rks-gov.net/desk/inc/media/C60E94F8-F4F3-4116-95FB-B2D77A3140DD.jpg ,https://md.rks-gov.net/desk/inc/media/8EDB51B0-CF92-4C13-80EB-762315B28B1F.jpg ,https://md.rks-gov.net/desk/inc/media/CF081256-9E74-42F0-B513-525D342654AA.jpg "
"Citizens expect greater commitment of Courts and staff after the salaries are doubled, says Minister Tahiri",https://md.rks-gov.net/desk/inc/media/07F3FA24-F3FC-4FC1-88F1-1DA538A04731.jpg ,11/01/2018 20:35,"<p>Minister Tahiri asked for more responsibility towards the citizens, after the salaries of judges and prosecutors are doubled and their number increased, in accordance with the request of the Kosovo Judicial Council.<br/>
<br/>
&#34;Today, judge of the Republic of Kosovo is a person with dignity, who has the best salary in the region and perhaps beyond, and rightfully the citizens expect a great commitment by the end of 2018, and we are all together and we hope to achieve tangible results in the fight against crime, in the fight against corruption, in the fight against and evil and negative occurrences, which directly relate to the work of judges and prosecutors&#34; said Minister Tahiri.<br/>
<br/>
Chair of KJC, Nehat Idrizi expressed his commitment for year 2018 to become a rule-of-law year. “This year will be a rule-of-law year, we will increase transparency, accountability, efficiency and performance of judiciary &#34; said he.<br/>
<br/>
The President of the Court in Prizren, Mr. Hoxha, expressed his satisfaction with the support offered regarding the increase in number of employees and the expansion of work facilities.</p>","https://md.rks-gov.net/desk/inc/media/2A0E0057-F709-461F-BA51-84FBD8596FB1.jpg ,https://md.rks-gov.net/desk/inc/media/07F3FA24-F3FC-4FC1-88F1-1DA538A04731.jpg "
"Justice, basic precondition that enables life with dignity ",https://md.rks-gov.net/desk/inc/media/6BCC5B1F-5D8F-491E-BA08-39990F31DCCD.jpg ,05/01/2018 20:34,"<p>On this occasion, minister Tahiri stressed the importance of the compliance with the principles of democracy, human freedom, civic freedom and human rights, among which the principle of dignity remains invulnerable.<br/>
 </p><p>“First and foremost, as citizens, as institutions and as politics we should concentrate all our energies in order to bring to life these principles in our daily life and to render them understandable. In this respect, justice is the basic precondition that enables all of us to believe in these principles and to preserve them as values that would steer us with respect to ourselves and to each other” said Tahiri.</p><p>The investment made in the Correctional Service of Kosovo is essential in the sphere of Rule of Law, and hence Minister Tahiri once again highlighted his focus on the elimination of illegal practices within prisons and on raising the responsibility in the prevention of negative occurrences.</p><p>“We are working on providing better conditions for prisoners and ensuring the respect of their fundamental rights irrespective of race, language and religion, and in accordance with the applicable legislation and international conventions” said the Minister.</p><p>At the end of his speech, Minister Tahiri highlighted that the infrastructure as an objective shall not end here, since a special attention shall be paid to each correctional center in order to make all necessary improvements so that all persons who are serving the sentence will have consolidated conditions and adequate environment during their stay in these institutions.</p>","https://md.rks-gov.net/desk/inc/media/6BCC5B1F-5D8F-491E-BA08-39990F31DCCD.jpg ,https://md.rks-gov.net/desk/inc/media/D6DA8032-08A5-4BCA-A380-A38FEF97B8E8.jpg ,https://md.rks-gov.net/desk/inc/media/38B4AB42-A961-4CB8-9872-3EE4E20A5E50.jpg "
Meeting of the Joint Rule of law Coordination Board held in Pristina,https://md.rks-gov.net/desk/inc/media/EA3C0CC5-4E84-444D-A564-24640ECFE9A6.jpg ,12/12/2017 20:33,"<p style=""text-align: justify;"">Minister of Justice (MoJ), Abelard Tahiri, together with the Chair of the Kosovo Judicial Council (KJC) Nehat Idrizi, the Head of the EU Office/EUSR, Nataliya Apostolova and Head of EULEX Mission in Kosovo Alexandra Papadopoulou attended the meeting.<br/>
<br/>
Chairman Isufaj welcomed the JRCB meeting and considered the Board to be a mechanism that provides the opportunity to discuss about the challenges of the justice system, as well as providing opportunities for their solution including monitoring and checking efforts towards these solutions. He said the Board was important because it brings together the key stakeholders from local and international rule of law institutions. Chairman Isufaj once again reiterated his commitment and the commitment of the KPC to continued and further cooperation with all local and international partners from justice system institutions for the purpose of enhancing the efficiency, transparency and accountability of this system.<br/>
 <br/>
In the capacity of the chairman of this meeting and as this was the last meeting held by the Board this year, Chairman Isufaj presented a summary of key points discussed in the meetings of the Board held in 2017 and progress made.<br/>
 <br/>
<strong>Judiciary </strong><br/>
<br/>
Chairman Isufaj spoke about the justice integration process in the North of Kosovo, which was done in accordance with the Brussels Justice Agreement. He noted that during this year they succeeded to integrate 13 prosecutors and 33 administrative staff from the non-majority communities.<br/>
<br/>
Chairman Idrizi esteemed the integration process in the north resulting from the Brussels Justice Agreement. The integration of the judiciary in the north has been completed successfully, with 41 judges and 107 civil servants from non-majority communities appointed throughout the Kosovo judiciary. The KJC has made utmost efforts to provide best working conditions aiming at building professional capacities. In cooperation with the Justice Academy trainings have been organized for those judges, with the judges from the non-majority community currently attending training in the criminal law area at the Justice Academy.<br/>
<br/>
Minister of Justice, Mr. Abelard Tahiri, emphasized that the implementation of the Justice Agreement has been completed successfully, as one of the key achievements of this year. As a result, the unitary justice system has finally been established, functionalizing the justice institutions in the northern part and guaranteeing the rule of law throughout the territory of the Republic of Kosovo.<br/>
 <br/>
<strong>European Reform Agenda</strong><br/>
<br/>
The Head of the EU Office/EU Special Representative, Natalija Apostolova, commended the efforts of the Kosovo Rule of Law institutions made during this year. Apostolova called upon the Kosovo authorities to implement the remaining recommendations from the 2016 European Commission Report on Kosovo - section on “Judiciary Functioning”, and the short-term and mid-term priorities of the European Reform Agenda.<br/>
<br/>
&#34;Reviewing and adopting legislation that will make it mandatory to suspend, namely dismiss public officials that are indicted and convicted of corruption is a priority that the Kosovo authorities have pledged to accomplish within the European Reform Agenda&#34;, Apostolova said. &#34;I encourage the inclusion of required legal provisions in the Criminal Code and the Criminal Procedure Code in order to make this possible”.<br/>
<br/>
Mr. Abelard Tahiri informed the participants based on the JRCB Agenda regarding the European Reform Agenda (ERA), the Ministry of Justice within its competencies has successfully fulfilled all the obligations arising from the ERA and which have been identified in the Country Report for 2016.<br/>
<br/>
<strong>JRCB Roadmaps</strong><br/>
<br/>
EULEX Head of Mission, Alexandra Papadopoulou, released four JRCB Roadmaps drafted by EULEX in close cooperation with local counterparts and JRCB principals. Each roadmap is a technical action plan with concrete steps that Kosovo rule of law institutions need to undertake in order to ensure the sustainability of local institutions’ capacities as EULEX gradually phases out.<br/>
<br/>
The “Institute of Forensic Medicine (IFM)” Roadmap is focused on technical necessities that need to be complied with in order for the IFM to become an independent institution as outlined in the Law of Forensic Medicine. Some of the requirements deal with finalising the secondary legislation, setting up a proper toxicology laboratory and intensify internal capacity building.<br/>
<br/>
“The Special Chamber of the Supreme Court (SCSC)” Roadmap focuses on improving the performance of the Chamber, and on changing the current SCSC legislation so it can better and more efficiently deal with present and future challenges and sets in place a mechanism that would monitor possible organized crime elements within privatisation and the restitution of judicial processes”, said Papadopoulou.<br/>
<br/>
She emphasised that the third roadmap tackles the issue of the final adjudication of cases related to property lost during the conflict. The “KPA Appeals Panel Roadmap” spells out requirements that are necessary to increase the Panel’s efficiency. In addition, this roadmap foresees the introduction of the mutual legal assistance mechanism (implemented by EUSR) that will ensure that decisions and judgments will finally be delivered to the parties residing in Serbia.<br/>
<br/>
The “War Crimes” Roadmap envisages the creation of the National Strategy and Action Plan for the Kosovo authorities’ work on solving war crimes cases in order to ensure that justice is delivered to the victims and their families.<br/>
<br/>
“EULEX calls upon Kosovo’s institutions to continue to take concrete steps to ensure greater responsibility for building and sustaining an independent and efficient rule of law system”, emphasised Papadopoulou. She thanked everyone for their contribution to the Roadmaps that will start being implemented as of January 2018.<br/>
<br/>
The Minister of Justice informed the participants of the meeting that special attention was given to the Roadmaps as a tool for tracking the progress noted in these areas of rule of law. More specifically, Minister Tahiri presented the contribution and comments of the Ministry of Justice on the four areas identified in the Roadmap.<br/>
 <br/>
<strong>Challenges</strong><br/>
<br/>
Regarding challenges the Kosovo Prosecutorial Council continued to face, despite the progress made to overcome them, Chairman Isufaj said the insufficient budget and low number of staff were the main ones.</p>",
Minister Tahiri met Director of the Anti-Corruption Agency,https://md.rks-gov.net/desk/inc/media/FF1EA4D6-029D-44BB-8981-8FF45B0F6E46.jpg ,04/12/2017 20:32,"<p style=""text-align: justify;"">During the meeting, Minister Tahiri informed Mr. Havolli about amending and supplementing the anti-corruption legislation, with particular emphasis on the Concept Paper for the Anti-Corruption Agency and the declaration and origin of assets, which will strengthen the role of the Agency in criminal and administrative investigations.</p><p style=""text-align: justify;""><br/>
“Joint efforts by the Anti-Corruption Agency and other mechanisms of the justice system to combat corruption are necessary in order to build a strong institutional system that produces concrete results in this fight and ultimately creates and enhances trust in citizens of the Republic of Kosovo,” said Minister Tahiri.</p><p style=""text-align: justify;""><br/>
Mr. Havolli expressed the commitment of the Agency to actively participate in the changes of legislation, expressing the commitment to further deepen cooperation in the future.<br/>
 </p>","https://md.rks-gov.net/desk/inc/media/FF1EA4D6-029D-44BB-8981-8FF45B0F6E46.jpg ,https://md.rks-gov.net/desk/inc/media/06DF50B8-8E91-43D2-A690-0A91C439464A.jpg "
Minister Tahiri devoted to increasing security in prisons,https://md.rks-gov.net/desk/inc/media/E00966FF-67AB-453C-B0DC-D9D849BB0EC0.jpg ,01/12/2017 20:31,"<p style=""text-align: justify;"">“We can conclude that the High Security Prison in the Republic of Kosovo is a very good example of functioning, respect for the rights of prisoners, and a very good example of the functioning of the correctional service in this center, the director, the deputy director and all staff. I congratulate for a great and efficient commitment, despite the problems facing the working conditions and security issues, they manage to do a tremendous job and until today the Republic of Kosovo has not caused any problems, no trouble, despite facing serious problems,” said Minister Tahiri.</p><p style=""text-align: justify;""><br/>
Minister Tahiri emphasized that he has the support of the Prime Minister and the Minister of Finance to increase security within the prisons. In this regards, the first work to be done is the increase of the number of guards.</p><p style=""text-align: justify;""><br/>
“We have foreseen for next year to add 120 guards. The request of the Correctional Service has been around 80, but we have found the understanding of the Ministry of Finance 40 more to be added, so I have the impression that we will be able to provide a sufficient number of guards within the Correctional Service and we will not have problems,” said Minister Tahiri.</p><p style=""text-align: justify;""><br/>
General Director of Kosovo Correctional Service, Sokol Zogaj, is convinced that the support of the minister will enable the fulfillment of the needs of this institution.</p><p style=""text-align: justify;""><br/>
“We received a very strong support from the minister. I believe that this year and next year we will achieve the goal for both staff and security equipment, and for all the needs of this institution,” said Zogaj.</p>","https://md.rks-gov.net/desk/inc/media/E00966FF-67AB-453C-B0DC-D9D849BB0EC0.jpg ,https://md.rks-gov.net/desk/inc/media/E7A33E9B-C461-44D0-BB98-975E120F045C.jpg ,https://md.rks-gov.net/desk/inc/media/EF556D1F-A2BA-4B26-AAE1-7F5F720F88E4.jpg ,https://md.rks-gov.net/desk/inc/media/B3AAF376-C441-4F6D-AD86-EB99E93E74C1.jpg ,https://md.rks-gov.net/desk/inc/media/C14AFE59-6204-4521-8503-1D035E70C28E.jpg ,https://md.rks-gov.net/desk/inc/media/D56C7C61-F446-49DA-B559-5E0503559EE7.jpg "
Two agreements with Hungary are signed,https://md.rks-gov.net/desk/inc/media/55BB6D0E-C5AE-4E71-AF78-950DF943BF34.jpg ,24/11/2017 20:30,"<p style=""text-align:justify"">During the meeting, Minister Tahiri briefed Minister Trócsányi on the functioning of the justice system in Kosovo, the efforts being made in implementing reforms in the field of justice, strengthening of law enforcement, as well as the measures being taken to combat negative phenomena in Kosovo society, especially in the processes related to the review of criminal and civil law legislation.</p><p style=""text-align:justify""><br/>
The Hungarian minister praised the efforts of Kosovo’s institutions for the effective implementation of the law against all forms of violation, their commitment to continuous reforms in the justice system in line with the most advanced EU laws.</p><p style=""text-align:justify""><br/>
Minister Tahiri thanked his counterpart for the continued support of Hungary in the integration processes of Kosovo.<br/>
 </p>","https://md.rks-gov.net/desk/inc/media/3769EED9-713B-4EAF-9891-198C9B5B9127.jpg ,https://md.rks-gov.net/desk/inc/media/55BB6D0E-C5AE-4E71-AF78-950DF943BF34.jpg ,https://md.rks-gov.net/desk/inc/media/38B1F4D7-0713-4095-B7E5-FB5AA23CE446.jpg "
